Zeit;Kanal A
(ms);(mV)

-12,33499937;-2,98289800
-12,32999937;-2,98289800
-12,32499937;-3,72846900
-12,31999937;-4,10125500
-12,31499937;-4,10125500
-12,30999937;-5,77940400
-12,30499937;-4,10125500
-12,29999937;-5,03321800
-12,29499937;-4,28764700
-12,28999937;-2,79650600
-12,28499937;-3,16929100
-12,27999937;-3,16929100
-12,27499937;-2,79650600
-12,26999937;-2,79650600
-12,26499937;-1,49114200
-12,25999937;-1,86392700
-12,25499937;0,55917820
-12,24999937;-3,54207700
-12,24499937;-1,49114200
-12,23999937;-2,23671300
-12,23499937;-1,86392700
-12,22999937;-2,98289800
-12,22499937;-3,16929100
-12,21999937;-1,67753400
-12,21499937;-4,10125500
-12,20999938;-3,72846900
-12,20499938;-4,47404100
-12,19999938;-5,21961100
-12,19499938;-6,15219000
-12,18999938;-5,59301200
-12,18499938;-6,33858300
-12,17999938;-6,52497500
-12,17499938;-6,33858300
-12,16999938;-6,33858300
-12,16499938;-6,33858300
-12,15999938;-5,96579700
-12,15499938;-4,84682600
-12,14999938;-4,10125500
-12,14499938;-3,72846900
-12,13999938;-2,79650600
-12,13499938;-2,05032000
-12,12999938;-1,30474900
-12,12499938;-1,11835600
-12,11999938;-0,55917820
-12,11499938;-0,74557080
-12,10999938;0,18639270
-12,10499938;0,00000000
-12,09999938;0,74557080
-12,09499938;1,11835600
-12,08999938;1,49114200
-12,08499938;2,23671300
-12,07999938;2,79650600
-12,07499938;2,60949800
-12,06999938;2,98289800
-12,06499938;3,35568400
-12,05999938;3,91486200
-12,05499938;4,47404100
-12,04999938;4,66043300
-12,04499938;4,47404100
-12,03999938;4,28764700
-12,03499938;4,84682600
-12,02999938;6,15219000
-12,02499938;4,84682600
-12,01999938;6,33858300
-12,01499938;6,33858300
-12,00999938;7,64333200
-12,00499938;6,33858300
-11,99999938;6,52497500
-11,99499938;6,52497500
-11,98999938;6,71136800
-11,98499938;6,15219000
-11,97999938;5,96579700
-11,97499938;7,08415300
-11,96999938;6,52497500
-11,96499938;5,77940400
-11,95999938;5,59301200
-11,95499938;5,77940400
-11,94999938;6,15219000
-11,94499938;5,77940400
-11,93999938;5,77940400
-11,93499938;4,84682600
-11,92999938;6,15219000
-11,92499938;5,40661900
-11,91999938;5,96579700
-11,91499938;5,77940400
-11,90999938;5,96579700
-11,90499938;5,21961100
-11,89999938;5,77940400
-11,89499938;6,15219000
-11,88999938;5,40661900
-11,88499938;6,71136800
-11,87999938;6,52497500
-11,87499938;7,82972400
-11,86999938;6,71136800
-11,86499938;7,45693900
-11,85999938;6,52497500
-11,85499938;6,33858300
-11,84999938;8,57591100
-11,84499938;7,08415300
-11,83999938;6,89776000
-11,83499938;6,71136800
-11,82999938;6,89776000
-11,82499938;6,71136800
-11,81999938;6,71136800
-11,81499939;6,15219000
-11,80999939;5,77940400
-11,80499939;5,21961100
-11,79999939;5,21961100
-11,79499939;5,21961100
-11,78999939;4,47404100
-11,78499939;4,28764700
-11,77999939;4,28764700
-11,77499939;4,28764700
-11,76999939;3,16929100
-11,76499939;2,98289800
-11,75999939;3,72846900
-11,75499939;3,16929100
-11,74999939;2,42310500
-11,74499939;3,16929100
-11,73999939;2,98289800
-11,73499939;2,98289800
-11,72999939;2,79650600
-11,72499939;2,42310500
-11,71999939;3,35568400
-11,71499939;2,79650600
-11,70999939;3,72846900
-11,70499939;3,35568400
-11,69999939;2,79650600
-11,69499939;2,98289800
-11,68999939;3,72846900
-11,68499939;2,79650600
-11,67999939;3,16929100
-11,67499939;2,98289800
-11,66999939;3,91486200
-11,66499939;1,49114200
-11,65999939;3,54207700
-11,65499939;0,18639270
-11,64999939;2,98289800
-11,64499939;2,42310500
-11,63999939;4,84682600
-11,63499939;3,16929100
-11,62999939;2,60949800
-11,62499939;2,60949800
-11,61999939;2,60949800
-11,61499939;2,42310500
-11,60999939;1,67753400
-11,60499939;2,23671300
-11,59999939;0,37278540
-11,59499939;1,49114200
-11,58999939;0,93196360
-11,58499939;-0,55917820
-11,57999939;-1,30474900
-11,57499939;-2,23671300
-11,56999939;-2,42310500
-11,56499939;-3,72846900
-11,55999939;-4,10125500
-11,55499939;-4,66043300
-11,54999939;-3,54207700
-11,54499939;-2,42310500
-11,53999939;-2,23671300
-11,53499939;-1,86392700
-11,52999939;0,00000000
-11,52499939;1,11835600
-11,51999939;1,49114200
-11,51499939;2,98289800
-11,50999939;3,91486200
-11,50499939;4,10125500
-11,49999939;4,66043300
-11,49499939;3,35568400
-11,48999939;3,16929100
-11,48499939;2,60949800
-11,47999939;1,86392700
-11,47499939;1,67753400
-11,46999939;0,74557080
-11,46499939;0,74557080
-11,45999939;0,55917820
-11,45499939;1,67753400
-11,44999939;1,86392700
-11,44499939;0,55917820
-11,43999939;2,05032000
-11,43499939;0,18639270
-11,42999939;0,55917820
-11,42499939;0,00000000
-11,41999940;0,55917820
-11,41499940;0,18639270
-11,40999940;0,55917820
-11,40499940;-0,93196360
-11,39999940;-0,74557080
-11,39499940;-1,67753400
-11,38999940;-1,30474900
-11,38499940;-2,60949800
-11,37999940;-2,79650600
-11,37499940;-3,72846900
-11,36999940;-3,54207700
-11,36499940;-3,91486200
-11,35999940;-3,72846900
-11,35499940;-4,10125500
-11,34999940;-4,28764700
-11,34499940;-3,54207700
-11,33999940;-4,66043300
-11,33499940;-4,47404100
-11,32999940;-4,10125500
-11,32499940;-4,66043300
-11,31999940;-5,03321800
-11,31499940;-4,66043300
-11,30999940;-5,03321800
-11,30499940;-4,66043300
-11,29999940;-5,59301200
-11,29499940;-6,33858300
-11,28999940;-6,15219000
-11,28499940;-5,40661900
-11,27999940;-5,03321800
-11,27499940;-5,03321800
-11,26999940;-4,28764700
-11,26499940;-3,54207700
-11,25999940;-3,54207700
-11,25499940;-2,60949800
-11,24999940;-1,30474900
-11,24499940;-1,30474900
-11,23999940;-1,11835600
-11,23499940;-0,18639270
-11,22999940;-0,74557080
-11,22499940;-1,30474900
-11,21999940;-0,93196360
-11,21499940;-1,86392700
-11,20999940;-2,23671300
-11,20499940;-2,79650600
-11,19999940;-2,98289800
-11,19499940;-2,98289800
-11,18999940;-3,54207700
-11,18499940;-4,10125500
-11,17999940;-3,72846900
-11,17499940;-4,47404100
-11,16999940;-4,66043300
-11,16499940;-4,47404100
-11,15999940;-4,28764700
-11,15499940;-4,47404100
-11,14999940;-4,47404100
-11,14499940;-7,08415300
-11,13999940;-5,77940400
-11,13499940;-4,84682600
-11,12999940;-5,59301200
-11,12499940;-6,33858300
-11,11999940;-6,33858300
-11,11499940;-6,15219000
-11,10999940;-6,15219000
-11,10499940;-5,96579700
-11,09999940;-5,59301200
-11,09499940;-4,10125500
-11,08999940;-4,47404100
-11,08499940;-3,35568400
-11,07999940;-3,72846900
-11,07499940;-2,79650600
-11,06999940;-2,60949800
-11,06499940;-2,79650600
-11,05999940;-2,79650600
-11,05499940;-1,86392700
-11,04999940;-2,79650600
-11,04499940;-3,54207700
-11,03999940;-3,54207700
-11,03499940;-4,10125500
-11,02999940;-4,66043300
-11,02499940;-4,66043300
-11,01999941;-5,03321800
-11,01499941;-3,54207700
-11,00999941;-3,54207700
-11,00499941;-3,72846900
-10,99999941;-3,54207700
-10,99499941;-2,79650600
-10,98999941;-2,23671300
-10,98499941;-1,86392700
-10,97999941;-1,86392700
-10,97499941;-1,67753400
-10,96999941;-1,86392700
-10,96499941;-2,23671300
-10,95999941;-1,67753400
-10,95499941;-2,23671300
-10,94999941;-2,23671300
-10,94499941;-2,42310500
-10,93999941;-3,54207700
-10,93499941;-3,54207700
-10,92999941;-3,35568400
-10,92499941;-5,59301200
-10,91999941;-5,03321800
-10,91499941;-6,15219000
-10,90999941;-6,52497500
-10,90499941;-7,08415300
-10,89999941;-5,96579700
-10,89499941;-6,89776000
-10,88999941;-6,33858300
-10,88499941;-5,59301200
-10,87999941;-5,40661900
-10,87499941;-5,03321800
-10,86999941;-3,72846900
-10,86499941;-3,72846900
-10,85999941;-2,79650600
-10,85499941;-2,23671300
-10,84999941;-0,37278540
-10,84499941;-0,93196360
-10,83999941;1,11835600
-10,83499941;0,18639270
-10,82999941;0,00000000
-10,82499941;-0,74557080
-10,81999941;1,30474900
-10,81499941;0,55917820
-10,80999941;1,30474900
-10,80499941;2,05032000
-10,79999941;2,05032000
-10,79499941;3,91486200
-10,78999941;2,79650600
-10,78499941;2,98289800
-10,77999941;3,54207700
-10,77499941;4,84682600
-10,76999941;5,40661900
-10,76499941;5,03321800
-10,75999941;5,40661900
-10,75499941;5,77940400
-10,74999941;6,15219000
-10,74499941;6,33858300
-10,73999941;6,89776000
-10,73499941;6,15219000
-10,72999941;6,89776000
-10,72499941;7,08415300
-10,71999941;7,08415300
-10,71499941;6,33858300
-10,70999941;6,52497500
-10,70499941;5,96579700
-10,69999941;6,15219000
-10,69499941;5,77940400
-10,68999941;5,40661900
-10,68499941;5,59301200
-10,67999941;5,40661900
-10,67499941;5,40661900
-10,66999941;5,59301200
-10,66499941;5,77940400
-10,65999941;6,33858300
-10,65499941;5,40661900
-10,64999941;5,77940400
-10,64499941;6,15219000
-10,63999941;3,91486200
-10,63499941;6,15219000
-10,62999941;5,59301200
-10,62499942;4,84682600
-10,61999942;5,40661900
-10,61499942;5,59301200
-10,60999942;7,08415300
-10,60499942;5,77940400
-10,59999942;6,89776000
-10,59499942;6,33858300
-10,58999942;7,45693900
-10,58499942;7,45693900
-10,57999942;7,82972400
-10,57499942;8,01673200
-10,56999942;7,45693900
-10,56499942;7,82972400
-10,55999942;7,45693900
-10,55499942;7,08415300
-10,54999942;6,89776000
-10,54499942;7,45693900
-10,53999942;6,33858300
-10,53499942;5,21961100
-10,52999942;5,40661900
-10,52499942;4,66043300
-10,51999942;4,66043300
-10,51499942;4,47404100
-10,50999942;4,47404100
-10,50499942;3,16929100
-10,49999942;2,98289800
-10,49499942;3,54207700
-10,48999942;2,98289800
-10,48499942;3,35568400
-10,47999942;2,60949800
-10,47499942;2,60949800
-10,46999942;2,79650600
-10,46499942;3,35568400
-10,45999942;3,16929100
-10,45499942;4,66043300
-10,44999942;3,16929100
-10,44499942;4,10125500
-10,43999942;4,66043300
-10,43499942;3,91486200
-10,42999942;3,35568400
-10,42499942;3,35568400
-10,41999942;3,35568400
-10,41499942;4,10125500
-10,40999942;1,67753400
-10,40499942;2,98289800
-10,39999942;2,98289800
-10,39499942;4,28764700
-10,38999942;2,60949800
-10,38499942;2,79650600
-10,37999942;2,60949800
-10,37499942;2,60949800
-10,36999942;2,42310500
-10,36499942;3,16929100
-10,35999942;2,98289800
-10,35499942;2,98289800
-10,34999942;2,98289800
-10,34499942;3,35568400
-10,33999942;2,79650600
-10,33499942;2,42310500
-10,32999942;2,60949800
-10,32499942;2,60949800
-10,31999942;2,23671300
-10,31499942;1,30474900
-10,30999942;0,37278540
-10,30499942;-0,55917820
-10,29999942;-0,74557080
-10,29499942;-1,30474900
-10,28999942;-1,67753400
-10,28499942;-2,79650600
-10,27999942;-3,16929100
-10,27499942;-3,72846900
-10,26999942;-3,16929100
-10,26499942;-2,23671300
-10,25999942;-2,42310500
-10,25499942;-1,11835600
-10,24999942;0,18639270
-10,24499942;1,49114200
-10,23999942;3,54207700
-10,23499942;2,98289800
-10,22999943;3,72846900
-10,22499943;3,54207700
-10,21999943;3,91486200
-10,21499943;3,91486200
-10,20999943;2,98289800
-10,20499943;2,42310500
-10,19999943;2,42310500
-10,19499943;1,67753400
-10,18999943;1,11835600
-10,18499943;0,55917820
-10,17999943;0,74557080
-10,17499943;0,93196360
-10,16999943;1,11835600
-10,16499943;0,37278540
-10,15999943;0,55917820
-10,15499943;0,55917820
-10,14999943;1,30474900
-10,14499943;1,11835600
-10,13999943;1,11835600
-10,13499943;0,00000000
-10,12999943;0,00000000
-10,12499943;-0,37278540
-10,11999943;-0,93196360
-10,11499943;-3,35568400
-10,10999943;-2,42310500
-10,10499943;-1,30474900
-10,09999943;-1,86392700
-10,09499943;-3,35568400
-10,08999943;-3,16929100
-10,08499943;-3,72846900
-10,07999943;2,60949800
-10,07499943;-3,72846900
-10,06999943;-3,72846900
-10,06499943;-4,28764700
-10,05999943;-4,10125500
-10,05499943;-4,84682600
-10,04999943;-4,47404100
-10,04499943;-4,28764700
-10,03999943;-3,72846900
-10,03499943;-5,03321800
-10,02999943;-5,03321800
-10,02499943;-5,21961100
-10,01999943;-5,96579700
-10,01499943;-5,21961100
-10,00999943;-5,21961100
-10,00499943;-5,40661900
-9,99999943;-4,66043300
-9,99499943;-4,66043300
-9,98999943;-3,91486200
-9,98499943;-3,35568400
-9,97999943;-3,16929100
-9,97499943;-2,42310500
-9,96999943;-1,67753400
-9,96499943;-0,74557080
-9,95999943;-0,93196360
-9,95499943;-1,11835600
-9,94999943;-0,74557080
-9,94499943;-0,37278540
-9,93999943;-0,93196360
-9,93499943;-1,86392700
-9,92999943;-2,42310500
-9,92499943;-1,86392700
-9,91999943;-1,86392700
-9,91499943;-3,54207700
-9,90999943;-3,54207700
-9,90499943;-4,10125500
-9,89999943;-3,91486200
-9,89499943;-5,77940400
-9,88999943;-4,10125500
-9,88499943;-4,28764700
-9,87999943;-3,54207700
-9,87499943;-4,10125500
-9,86999943;-4,28764700
-9,86499943;-4,66043300
-9,85999943;-4,66043300
-9,85499943;-5,40661900
-9,84999943;-5,21961100
-9,84499943;-5,59301200
-9,83999943;-6,52497500
-9,83499944;-5,96579700
-9,82999944;-5,40661900
-9,82499944;-5,03321800
-9,81999944;-5,03321800
-9,81499944;-4,84682600
-9,80999944;-3,91486200
-9,80499944;-3,54207700
-9,79999944;-2,98289800
-9,79499944;-3,72846900
-9,78999944;-2,23671300
-9,78499944;-2,42310500
-9,77999944;-2,98289800
-9,77499944;-3,35568400
-9,76999944;-2,79650600
-9,76499944;-4,10125500
-9,75999944;-3,54207700
-9,75499944;-3,16929100
-9,74999944;-4,10125500
-9,74499944;-4,10125500
-9,73999944;-4,10125500
-9,73499944;-4,10125500
-9,72999944;-3,54207700
-9,72499944;-3,16929100
-9,71999944;-3,16929100
-9,71499944;-2,23671300
-9,70999944;-2,23671300
-9,70499944;-2,79650600
-9,69999944;-2,05032000
-9,69499944;-2,23671300
-9,68999944;-1,49114200
-9,68499944;-1,67753400
-9,67999944;-2,23671300
-9,67499944;-1,49114200
-9,66999944;-3,16929100
-9,66499944;-1,30474900
-9,65999944;-3,72846900
-9,65499944;-3,16929100
-9,64999944;-4,66043300
-9,64499944;-4,10125500
-9,63999944;-5,03321800
-9,63499944;-5,40661900
-9,62999944;-5,77940400
-9,62499944;-5,03321800
-9,61999944;-6,89776000
-9,61499944;-6,71136800
-9,60999944;-6,52497500
-9,60499944;-5,40661900
-9,59999944;-5,59301200
-9,59499944;-4,84682600
-9,58999944;-4,10125500
-9,58499944;-3,16929100
-9,57999944;-2,79650600
-9,57499944;-2,60949800
-9,56999944;-1,30474900
-9,56499944;-1,67753400
-9,55999944;-0,74557080
-9,55499944;-0,55917820
-9,54999944;0,00000000
-9,54499944;0,74557080
-9,53999944;0,74557080
-9,53499944;0,55917820
-9,52999944;1,49114200
-9,52499944;2,05032000
-9,51999944;2,42310500
-9,51499944;2,98289800
-9,50999944;2,98289800
-9,50499944;2,98289800
-9,49999944;4,10125500
-9,49499944;4,28764700
-9,48999944;4,47404100
-9,48499944;5,03321800
-9,47999944;5,40661900
-9,47499944;5,40661900
-9,46999944;6,15219000
-9,46499944;6,15219000
-9,45999944;6,71136800
-9,45499944;6,71136800
-9,44999944;5,77940400
-9,44499944;6,71136800
-9,43999945;6,15219000
-9,43499945;6,33858300
-9,42999945;6,52497500
-9,42499945;6,89776000
-9,41999945;6,33858300
-9,41499945;6,33858300
-9,40999945;5,40661900
-9,40499945;5,77940400
-9,39999945;6,52497500
-9,39499945;5,59301200
-9,38999945;5,59301200
-9,38499945;5,77940400
-9,37999945;5,59301200
-9,37499945;5,40661900
-9,36999945;6,15219000
-9,36499945;5,96579700
-9,35999945;5,96579700
-9,35499945;5,77940400
-9,34999945;5,40661900
-9,34499945;5,96579700
-9,33999945;6,33858300
-9,33499945;6,15219000
-9,32999945;6,33858300
-9,32499945;6,71136800
-9,31999945;6,71136800
-9,31499945;6,89776000
-9,30999945;7,08415300
-9,30499945;7,27054500
-9,29999945;8,01673200
-9,29499945;7,08415300
-9,28999945;7,82972400
-9,28499945;7,45693900
-9,27999945;7,27054500
-9,27499945;7,08415300
-9,26999945;6,15219000
-9,26499945;7,08415300
-9,25999945;6,71136800
-9,25499945;5,77940400
-9,24999945;5,40661900
-9,24499945;5,40661900
-9,23999945;3,54207700
-9,23499945;4,47404100
-9,22999945;3,91486200
-9,22499945;2,98289800
-9,21999945;3,72846900
-9,21499945;3,54207700
-9,20999945;3,54207700
-9,20499945;3,16929100
-9,19999945;2,98289800
-9,19499945;3,54207700
-9,18999945;2,98289800
-9,18499945;2,23671300
-9,17999945;3,16929100
-9,17499945;2,98289800
-9,16999945;2,98289800
-9,16499945;2,23671300
-9,15999945;2,98289800
-9,15499945;3,54207700
-9,14999945;3,54207700
-9,14499945;3,54207700
-9,13999945;3,35568400
-9,13499945;2,79650600
-9,12999945;3,54207700
-9,12499945;2,98289800
-9,11999945;2,60949800
-9,11499945;2,60949800
-9,10999945;2,98289800
-9,10499945;2,60949800
-9,09999945;3,16929100
-9,09499945;2,79650600
-9,08999945;2,23671300
-9,08499945;2,60949800
-9,07999945;2,42310500
-9,07499945;1,49114200
-9,06999945;2,60949800
-9,06499945;2,60949800
-9,05999945;2,60949800
-9,05499945;2,42310500
-9,04999945;2,42310500
-9,04499945;2,42310500
-9,03999946;3,54207700
-9,03499946;1,11835600
-9,02999946;0,74557080
-9,02499946;-0,74557080
-9,01999946;-1,49114200
-9,01499946;-2,23671300
-9,00999946;-3,54207700
-9,00499946;-4,28764700
-8,99999946;-2,98289800
-8,99499946;-5,40661900
-8,98999946;-3,16929100
-8,98499946;-3,72846900
-8,97999946;-1,86392700
-8,97499946;-1,49114200
-8,96999946;-0,93196360
-8,96499946;1,11835600
-8,95999946;1,86392700
-8,95499946;3,54207700
-8,94999946;4,28764700
-8,94499946;4,10125500
-8,93999946;3,72846900
-8,93499946;4,10125500
-8,92999946;3,35568400
-8,92499946;2,60949800
-8,91999946;1,67753400
-8,91499946;-0,37278540
-8,90999946;1,49114200
-8,90499946;0,74557080
-8,89999946;0,74557080
-8,89499946;0,55917820
-8,88999946;0,55917820
-8,88499946;0,93196360
-8,87999946;1,67753400
-8,87499946;0,74557080
-8,86999946;1,30474900
-8,86499946;0,18639270
-8,85999946;1,11835600
-8,85499946;-0,18639270
-8,84999946;0,00000000
-8,84499946;-0,93196360
-8,83999946;-1,86392700
-8,83499946;0,74557080
-8,82999946;-1,30474900
-8,82499946;-2,79650600
-8,81999946;-2,60949800
-8,81499946;-3,16929100
-8,80999946;-4,10125500
-8,80499946;-4,10125500
-8,79999946;-3,72846900
-8,79499946;-3,54207700
-8,78999946;-4,47404100
-8,78499946;-3,72846900
-8,77999946;-3,91486200
-8,77499946;-4,47404100
-8,76999946;-3,91486200
-8,76499946;-5,40661900
-8,75999946;-4,10125500
-8,75499946;-5,40661900
-8,74999946;-5,03321800
-8,74499946;-5,59301200
-8,73999946;-5,77940400
-8,73499946;-5,59301200
-8,72999946;-5,77940400
-8,72499946;-5,96579700
-8,71999946;-5,21961100
-8,71499946;-4,66043300
-8,70999946;-4,10125500
-8,70499946;-3,72846900
-8,69999946;-3,16929100
-8,69499946;-1,86392700
-8,68999946;-1,86392700
-8,68499946;-1,67753400
-8,67999946;-1,11835600
-8,67499946;-0,37278540
-8,66999946;-0,55917820
-8,66499946;-1,11835600
-8,65999946;-1,11835600
-8,65499946;-2,05032000
-8,64999946;-1,86392700
-8,64499947;-2,79650600
-8,63999947;-3,54207700
-8,63499947;-3,16929100
-8,62999947;-3,91486200
-8,62499947;-5,03321800
-8,61999947;-4,84682600
-8,61499947;-4,66043300
-8,60999947;-4,10125500
-8,60499947;-5,03321800
-8,59999947;-4,10125500
-8,59499947;-5,03321800
-8,58999947;-4,10125500
-8,58499947;-5,21961100
-8,57999947;-4,66043300
-8,57499947;-5,40661900
-8,56999947;-5,21961100
-8,56499947;-5,96579700
-8,55999947;-5,59301200
-8,55499947;-6,33858300
-8,54999947;-5,59301200
-8,54499947;-0,37278540
-8,53999947;-6,52497500
-8,53499947;-4,47404100
-8,52999947;-4,10125500
-8,52499947;-4,28764700
-8,51999947;-3,16929100
-8,51499947;-2,98289800
-8,50999947;-3,16929100
-8,50499947;-1,30474900
-8,49999947;-2,98289800
-8,49499947;-3,91486200
-8,48999947;-3,72846900
-8,48499947;-4,10125500
-8,47999947;-3,72846900
-8,47499947;-4,10125500
-8,46999947;-5,40661900
-8,46499947;-4,66043300
-8,45999947;-4,10125500
-8,45499947;-3,35568400
-8,44999947;-3,54207700
-8,44499947;-3,16929100
-8,43999947;-2,98289800
-8,43499947;-2,60949800
-8,42999947;-1,67753400
-8,42499947;-1,30474900
-8,41999947;-1,67753400
-8,41499947;-1,67753400
-8,40999947;-1,86392700
-8,40499947;-1,67753400
-8,39999947;-1,67753400
-8,39499947;-2,60949800
-8,38999947;-2,23671300
-8,38499947;-2,60949800
-8,37999947;-3,54207700
-8,37499947;-3,72846900
-8,36999947;-4,84682600
-8,36499947;-5,59301200
-8,35999947;-5,40661900
-8,35499947;-6,15219000
-8,34999947;-6,71136800
-8,34499947;-6,71136800
-8,33999947;-6,33858300
-8,33499947;-5,96579700
-8,32999947;-5,96579700
-8,32499947;-5,77940400
-8,31999947;-5,03321800
-8,31499947;-4,47404100
-8,30999947;-3,72846900
-8,30499947;-3,54207700
-8,29999947;-2,79650600
-8,29499947;-2,23671300
-8,28999947;-1,30474900
-8,28499947;-0,93196360
-8,27999947;-0,37278540
-8,27499947;-0,37278540
-8,26999947;0,00000000
-8,26499947;0,93196360
-8,25999947;1,11835600
-8,25499947;1,67753400
-8,24999948;2,05032000
-8,24499948;1,67753400
-8,23999948;0,18639270
-8,23499948;3,16929100
-8,22999948;3,35568400
-8,22499948;1,86392700
-8,21999948;3,72846900
-8,21499948;4,10125500
-8,20999948;5,21961100
-8,20499948;5,40661900
-8,19999948;4,47404100
-8,19499948;5,77940400
-8,18999948;6,15219000
-8,18499948;6,52497500
-8,17999948;6,71136800
-8,17499948;6,89776000
-8,16999948;7,08415300
-8,16499948;6,89776000
-8,15999948;7,08415300
-8,15499948;6,71136800
-8,14999948;6,89776000
-8,14499948;6,52497500
-8,13999948;6,71136800
-8,13499948;6,33858300
-8,12999948;6,33858300
-8,12499948;5,77940400
-8,11999948;5,40661900
-8,11499948;5,59301200
-8,10999948;6,71136800
-8,10499948;6,33858300
-8,09999948;5,59301200
-8,09499948;5,96579700
-8,08999948;6,15219000
-8,08499948;5,77940400
-8,07999948;5,21961100
-8,07499948;5,96579700
-8,06999948;5,40661900
-8,06499948;5,40661900
-8,05999948;6,15219000
-8,05499948;5,96579700
-8,04999948;6,52497500
-8,04499948;6,71136800
-8,03999948;6,15219000
-8,03499948;7,08415300
-8,02999948;7,27054500
-8,02499948;9,50787400
-8,01999948;8,20312500
-8,01499948;8,20312500
-8,00999948;8,57591100
-8,00499948;8,01673200
-7,99999948;7,45693900
-7,99499948;9,32148100
-7,98999948;6,89776000
-7,98499948;6,89776000
-7,97999948;5,77940400
-7,97499948;6,15219000
-7,96999948;5,40661900
-7,96499948;5,21961100
-7,95999948;5,03321800
-7,95499948;4,28764700
-7,94999948;5,40661900
-7,94499948;4,47404100
-7,93999948;3,91486200
-7,93499948;2,98289800
-7,92999948;3,16929100
-7,92499948;2,98289800
-7,91999948;3,35568400
-7,91499948;3,16929100
-7,90999948;3,35568400
-7,90499948;2,60949800
-7,89999948;2,98289800
-7,89499948;3,35568400
-7,88999948;3,54207700
-7,88499948;3,54207700
-7,87999948;3,35568400
-7,87499948;3,91486200
-7,86999948;3,54207700
-7,86499948;3,54207700
-7,85999948;2,79650600
-7,85499949;2,60949800
-7,84999949;2,79650600
-7,84499949;2,98289800
-7,83999949;2,79650600
-7,83499949;2,98289800
-7,82999949;2,60949800
-7,82499949;3,16929100
-7,81999949;3,35568400
-7,81499949;2,79650600
-7,80999949;3,16929100
-7,80499949;2,42310500
-7,79999949;2,79650600
-7,79499949;2,42310500
-7,78999949;2,79650600
-7,78499949;3,16929100
-7,77999949;2,60949800
-7,77499949;3,35568400
-7,76999949;2,05032000
-7,76499949;2,23671300
-7,75999949;1,49114200
-7,75499949;1,30474900
-7,74999949;0,18639270
-7,74499949;-0,55917820
-7,73999949;-1,49114200
-7,73499949;-2,60949800
-7,72999949;-2,23671300
-7,72499949;-3,72846900
-7,71999949;-3,54207700
-7,71499949;-3,72846900
-7,70999949;-3,35568400
-7,70499949;-3,54207700
-7,69999949;-2,23671300
-7,69499949;-1,30474900
-7,68999949;0,00000000
-7,68499949;1,30474900
-7,67999949;1,67753400
-7,67499949;2,98289800
-7,66999949;3,72846900
-7,66499949;4,28764700
-7,65999949;3,91486200
-7,65499949;3,16929100
-7,64999949;3,54207700
-7,64499949;2,98289800
-7,63999949;2,23671300
-7,63499949;1,30474900
-7,62999949;1,49114200
-7,62499949;-2,23671300
-7,61999949;0,55917820
-7,61499949;0,37278540
-7,60999949;0,37278540
-7,60499949;0,55917820
-7,59999949;0,93196360
-7,59499949;0,55917820
-7,58999949;0,74557080
-7,58499949;0,37278540
-7,57999949;0,55917820
-7,57499949;0,18639270
-7,56999949;0,55917820
-7,56499949;-0,37278540
-7,55999949;-0,55917820
-7,55499949;-1,86392700
-7,54999949;-1,49114200
-7,54499949;-1,67753400
-7,53999949;-2,23671300
-7,53499949;-2,79650600
-7,52999949;-2,60949800
-7,52499949;-3,35568400
-7,51999949;-4,47404100
-7,51499949;-4,10125500
-7,50999949;-3,72846900
-7,50499949;-3,91486200
-7,49999949;-4,28764700
-7,49499949;-4,10125500
-7,48999949;-4,28764700
-7,48499949;-4,28764700
-7,47999949;-4,47404100
-7,47499949;-4,66043300
-7,46999949;-4,66043300
-7,46499949;-5,59301200
-7,45999950;-5,59301200
-7,45499950;-5,40661900
-7,44999950;-5,40661900
-7,44499950;-5,21961100
-7,43999950;-5,40661900
-7,43499950;-5,59301200
-7,42999950;-3,54207700
-7,42499950;-4,10125500
-7,41999950;-2,42310500
-7,41499950;-1,30474900
-7,40999950;-2,05032000
-7,40499950;-0,93196360
-7,39999950;-0,74557080
-7,39499950;-0,37278540
-7,38999950;-0,37278540
-7,38499950;-0,93196360
-7,37999950;-0,74557080
-7,37499950;-1,86392700
-7,36999950;-2,05032000
-7,36499950;-2,42310500
-7,35999950;-3,16929100
-7,35499950;-3,54207700
-7,34999950;-3,54207700
-7,34499950;-3,91486200
-7,33999950;-3,91486200
-7,33499950;-4,66043300
-7,32999950;-4,66043300
-7,32499950;-4,10125500
-7,31999950;-4,10125500
-7,31499950;-4,28764700
-7,30999950;-3,72846900
-7,30499950;-5,03321800
-7,29999950;-5,21961100
-7,29499950;-5,21961100
-7,28999950;-5,59301200
-7,28499950;-6,15219000
-7,27999950;-5,59301200
-7,27499950;-6,15219000
-7,26999950;-5,59301200
-7,26499950;-5,21961100
-7,25999950;-5,40661900
-7,25499950;-5,03321800
-7,24999950;-4,10125500
-7,24499950;-2,98289800
-7,23999950;-3,16929100
-7,23499950;-3,35568400
-7,22999950;-3,16929100
-7,22499950;-2,79650600
-7,21999950;-2,23671300
-7,21499950;-3,16929100
-7,20999950;-3,54207700
-7,20499950;-3,72846900
-7,19999950;-2,98289800
-7,19499950;-4,66043300
-7,18999950;-3,72846900
-7,18499950;-3,91486200
-7,17999950;-4,47404100
-7,17499950;-3,54207700
-7,16999950;-3,35568400
-7,16499950;-4,10125500
